Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Building and Safety,Permits,,"Change, Record, Update",Change of Record on Permit:  All Other Permit Types,44.03,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Seismic, Retrofit, Geologic, Geotechnical",Engineering Report Review: Seismic Retrofit Report Review,121.84,,,256.68,per hour,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,,Seismic Retrofit Plan Check ,121.84,,,256.68,per hour,,,,,
Planning and Community Development,Building and Safety,Plan Checks,,,Seismic Retrofit Permit ,35.18,,,216.76,per hour,,,,,
Planning and Community Development,Building and Safety,Plan Checks,,,Seismic Retrofit Peer Review ,256.68,,per hour,,,,,,,
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Alternate, Methods, Construction, Premanufactured, Prefab, Fabricated","Engineering Report Review: Alternate Methods of Construction, Premanufactured Products",1280.22,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Alternate, Methods, Construction, Field, Constructed","Engineering Report Review: Alternate Methods of Construction, Field Constructed",2521.83,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Alternate, Methods, Construction, Energy, Compliance, Comply, Title 24","Engineering Report Review: Alternate Methods of Construction, Energy Compliance - Title 24, Part 6 C.E.C.",428.92,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Soils","Engineering Report Review: Geotechnical Reports, Addendum to Original Soils Report",1170.86,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Compaction","Engineering Report Review: Geotechnical Reports, As Built Compaction Reports",1770.91,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Fault, Trench","Engineering Report Review: Geotechnical Reports, Fault Trench",5291.48,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Building/Shoring, Building, Shoring","Engineering Report Review: Geotechnical Reports, Building/Shoring Plan Review",1237.02,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Commercial, Mixed Use, Apartments, Apts","Engineering Report Review: Geotechnical Reports, Commercial/Mixed Use/ Apts (over 4 stories including subterranean garage)",3289.23,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Standard",Engineering Report Review: Standard Reviews and All Others not listed above,2530.36,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Sound, Attenuation",Engineering Report Review: Sound Attenuation,434.31,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Green, Building, Code, Title 24, Part 11","Engineering Report Review: Green Building Code Compliance -Title 24, Part 11",,10% of building plan check fee,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Extension, Extend, Time, Start, Construction",Extension Fees: To Start Construction,432.99,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Extension, Extend, Time, Resume, Complete, Construction",Extension Fees: Resume or Complete Construction,492.59,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Extension, Extend, Time, Start, Construction, Single, Trade, STP",Extension Fees: To Start Construction - Single Trade Residential,190.99,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Extension, Extend, Time, Resume, Complete, Construction, Single, Trade, STP",Extension Fees: Extension of Time To Resume or Complete Construction - Single Trade Residential,207.19,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"License, Special, Inspector, Deputy",License Fees: Special Inspector License - Qualification Review,430.03,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"License, Fabricator",License Fees: Fabricator License - Qualification Review,430.03,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Review, Appeal, Building, Safety",Miscellaneous Reviews: Building and Safety Appeal,2535.47,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Review, Accessibility, Hardship, Exemption, Waiver",Miscellaneous Reviews: Accessibility Hardship  Exemption,394.16,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Review, Approval, Test, Lab",Miscellaneous Reviews: Review and Approval of Testing Lab,616,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Review, Modification, Technical, Code, No Administrative, Hearing, Admin, Staff, Approval",Miscellaneous Reviews: Modification of Technical Code: No Administrative hearing - Staff Approval - each main code issue,1322.67,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Review, Modification, Technical, Code, Administrative, Hearing, Admin, Building, Officer, Official",Miscellaneous Reviews: Modification of Technical Code: Administrative hearing - Building Officer - project basis,2408.23,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Record, Residential, Building, Report, RBR",Record Fees: Residential Building Record,316.52,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Record, Approved, Plans, Bonded, Permits",Record Fees: Approved Plans and Permits (Bonded Copies),,actual cost,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Record, Application, Processing",Record Fees: Application Processing,151.42,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Record, Maintenance, Plan, Documents",Record Fees: Maintenance of Permit and Plan Documents,,13% of permit,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Public Works,Resource Recovery & Recycling,Plan Reviews,,"enclosure, solid waste, plan, collection site",Solid Waste Encl Plan Check: Medium,417.65,,,,,,,,,
Planning and Community Development,Building and Safety,Plan Checks,,"Renewal, Renew, Expired, Plan Check, Formal, Extension",Renewal Fees: Expired Plan Check - Formal - Plan Check Extension and Renewal Application Processing Only,450,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Renewal, Renew, Expired, Plan Check, Formal, Other",Renewal Fees: Expired Plan Check - Formal - Any Others,1359.66,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Renewal, Renew, Expired, Plan Check, Formal, Excessive",Renewal Fees: Expired Plan Check - Formal -  Additional Plan Check (Per Hour),311.56,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Renewal, No, Inspection",Permit Renewals: No Inspection,,100% of permit,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Renewal, Rough, Inspection",Permit Renewals: Rough Inspection,,50% of permit,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Renewal, Final, Inspection",Permit Renewals: Final Inspection,,20% of permit,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Replacement, Card, Single, Trade",Replacement Card: Replacement I Single Trade (Council Subsidized),22.01,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Replacement, Other",Replacement Card: Replacement I All Others,22.01,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,,Means and Methods Signage Fee,5.95,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Mobile, Home, Parks, Trailer",Mobile Home Parks,,"All fees per Title 25, CCR",,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Investigation, Work, Without, Permit",Investigation Fee For Work Without a Permit,,actual cost,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Refunds, Issuance, Issued",Refunds: Issuance Fees,,no refunds,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Plan, Check, Preliminary, Prelim, Review",Refunds: Plan Check Preliminary Plan Review,,no refunds,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Plan, Check, Over the Counter, Over, Counter, OTC, Review",Refunds: Plan Check Over the Counter Plan Review,,no refunds,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Formal, Plan, Check, First, Review, Not, Started",Refunds: Formal Plan Check: First Review Not Started (within 3 Work Days of Submittal),,80% of fees,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Formal, Plan, Check, First, Review, Started, Completion",Refunds: Formal Plan Check: First Review Started/Up to Completion of First Review,,50% of fees,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Formal, Plan, Check, Second, Review, Started, Completion",Refunds: Formal Plan Check: Second Review Started/Up to Completion of Second Review,,no refunds,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Engineering, Reports, First, Review, Not, Started",Refunds: Engineering Reports: First Review Not Started (within 3 Work Days of Submittal),,80% of fees,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Refunds, Engineering, Reports, First, Review, Started, Completion",Refunds: Engineering Reports: First Review Started/Up to Completion of First Review,,50% of fees,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Second, Review, Completion, Started",Second Review Started/Up to Completion of Second Review,,no refunds,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Refunds, Inspection, Construction, Not, Yet, Started",Refunds: Inspection Fees: Construction Work Not Yet Started,,80% of fees,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Public Works,Resource Recovery & Recycling,Services,,"washing, sidewalks, parking lots",Street Sweeping Services,111.22,,,,,,,,,
Planning and Community Development,Building and Safety,Permits,,"Refunds, Inspection, Construction, Started",Refunds: Inspection Fees: Construction Work Started-Based on Percentage of Incomplete Construction Applications Taken in Error,,% of fees,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,Subsidies,Subsidies: Single Trade Permits - Residential Only,,50% of fees,,,,,Residential,Total fees shall be reduced 50% to encourage citizens to obtain permits for simple work that benefits from safety inspections.,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,"Drop-in, Single Day","daily entry, day swim, day pass, entrance fee, rec swim, lap swim",Community Aquatics - Recreational and Fitness Swim - Daily Use - Residents -  Adult ,3.5,,per day,,,,Residents - Adults,"Adults (18 years – 59 years). 
 ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,"Drop-in, Single Day","daily entry, day swim, day pass, entrance fee, rec swim, lap swim",Community Aquatics - Recreational and Fitness Swim - Daily Use - Residents - Senior/Student,1.75,,per day,,,,Residents - Senior/Student,"Others: Seniors (60 years and over); Students (18 years or older attending high school, college or trade school full - time with I.D.) 
 ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,"Drop-in, Single Day","daily entry, day swim, day pass, entrance fee, baby swim, kid swim ",Community Aquatics - Recreational and Fitness Swim - Daily Use - Residents - Youth ,1.5,,per day,,,,Residents-Youth,"Youth (17 years and under)
  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,"Drop-in, Single Day","daily entry, day swim, day pass, entrance fee, baby swim, kid swim ",Community Aquatics - Recreational and Fitness Swim - Daily Use - Non-Residents - Youth ,3,,per day,,,,Non-Residents-Youth,"Youth (17 years and under)
  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,"Drop-in, Single Day","daily entry, day swim, day pass, entrance fee",Community Aquatics - Recreational and Fitness Swim- Daily Use - Non-Residents - Adult ,7,,per day,,,,Non-Residents-Adult,Adults (18 years – 59 years),,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,"Drop-in, Single Day","daily entry, day swim, day pass, entrance fee","Community Aquatics
 - Recreational and Fitness Swim
 - Daily Use
 - Non-Residents - Senior/Student ",3.5,,per day,,,,Non-Residents-Senior/Student,"Others: Seniors (60 years and over); Students (18 years or older attending high school, college or trade school full - time with I.D.)
  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, family swim ","Community Aquatics
 - Recreational and Fitness Swim
 - Family Use
 - Residents Family",8,,per day,,,,Residents-Family,"Family (up to 2 adults and 2 children, additional children admitted at swim center rate) Available Friday night, Saturday and Sunday.
  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, family swim ","Community Aquatics
 - Recreational and Fitness Swim
 - Family Use
 - Non-Residents Family",16,,per day,,,,Non-Residents-Family,"Family (up to 2 adults and 2 children, additional children admitted at swim center rate) Available Friday night, Saturday and Sunday.
  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, monthly pass, ","Community Aquatics
 - Recreational and Fitness
 - Swim Pass
 - Residents - Youth ",20,,20 swims per pass,,,,Residents-Youth," Youth (17 years and under)
 ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, monthly pass","Community Aquatics
 - Recreational and Fitness
 - Swim Pass
 - Residents - Adult",55,,20 swims per pass,,,,Residents-Adults, Adults (18 years – 59 years),,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, monthly pass","Community Aquatics
 - Recreational and Fitness
 - Swim Pass
 - Residents - Senior/Student",30,,20 swims per pass,,,,Residents-Senior/Student,"Others: Seniors (60 years and over); Students (18 years or older attending high school, college or trade school full - time with I.D.)
 ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, monthly pass",Community Aquatics - Recreational and Fitness - Swim Pass - Non-Residents - Youth ,40,,20 swims per pass,,,,Non-Residents-Youth,"Youth (17 years and under)
 ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Public Works,Resource Recovery & Recycling,Services,,"container, refuse, hard to reach place, staged, accessible to service vechicles",Rent-A-Bin Roll Out Services,41.67,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, monthly pass","Community Aquatics
 - Recreational and Fitness
 - Swim Pass
 - Non-Residents - Adult",110,,20 swims per pass,,,,Non-Resident-Adult,Adults (18 years – 59 years),,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim pass,"daily entry, day swim, day pass, entrance fee, monthly pass","Community Aquatics
 - Recreational and Fitness
 - Swim Pass
 - Non-Residents - Senior/Student",60,,20 swims per pass,,,,Non-Residents-Senior/Student,"Others: Seniors (60 years and over); Students (18 years or older attending high school, college or trade school full - time with I.D.)
 ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Swim Center, water sports, polo, synchro, diving,  h20polo, youth sports","Community Aquatics -  Adult and Youth Group Swim Lessons, Diving, Water Polo & Synchronized Swim
 - Residents",10.5,,per hour,,,,Residents-Adult and Youth Group,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim lessons,"Swim Center, water sports, polo, synchro, diving,  h20polo, youth sports","Community Aquatics
 -  Adult and Youth Group Swim Lessons, Diving, Water Polo & Synchronized Swim
 - Non-Residents",21,,per hour,,,,Non-Residents-Adult and Youth Group,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim lessons,"swim lessons, swim classes, swim instruction, adult/youth swim lessons","Community Aquatics
 - Youth Semi - Private Swim Lessons
 - Residents",42,,per hour,,,,Residents-Youth,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim lessons,"swim lessons, swim classes, swim instruction, adult/youth swim lessons","Community Aquatics
 - Youth Semi - Private Swim Lessons
 - Non-Residents",84,,per hour,,,,Non-Residents-Youth,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Jr. Lifeguard, Junior Lifeguard, Swim instructors assistants","Community Aquatics
 - Specialty Classes
 - Junior Lifeguard Program
 - Residents",84,,,,,,Residents,"A $35.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Jr. Lifeguard, Junior Lifeguard, Swim instructors assistants","Community Aquatics
 - Specialty Classes
 - Junior Lifeguard Program
 - Non-Residents",115,,,,,,Non-Residents,"A $35.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Lifeguard training, Lifeguard certification class, lifeguard class, lifeguard","Community Aquatics
 - Specialty Classes
 - Lifeguard Training
 - Residents",105,,,,,,Residents,"A $35.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Lifeguard training, Lifeguard certification class, lifeguard class, lifeguard","Community Aquatics
 - Specialty Classes
 - Lifeguard Training
 - Non-Residents",135,,,,,,Non-Residents,"A $35.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"WSI class, lifeguard, swim instructor, certification","Community Aquatics
 - Specialty Classes
 - Water Safety Instructor
 - Residents",126,,,,,,Residents,"A $35.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"WSI class, lifeguard, swim instructor, certification","Community Aquatics
 - Specialty Classes
 - Water Safety Instructor
 - Non-Residents",158,,,,,,Non-Residents,"A $35.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"goggles, swim caps, swim equipment",Aquatics Supplies Fees,,actual cost,,,,,,Fees will be assessed to cover the actual cost of the items and a portion of the administrative expenses.,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"swim team, city swim team, novice swim team, sharks, youth swimming, youth swim team","Community Aquatics
 - Shark Swim Team
 - Residents",117,,per session,,,,Residents,"A $5.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"swim team, city swim team, novice swim team, sharks, youth swimming, youth swim team","Community Aquatics
 - Shark Swim Team
 - Non-Residents",163,,per session,,,,Non-Residents,"A $5.00 material fee will be assessed. 
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Public Works,Resource Recovery & Recycling,Services,,"container, refuse, elderly residents, weight",Cart Rollout Services,7.96,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aerobics, adult swim class, swimming training, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 -  Adult
 - Residents",5.5,,,,,,Residents-Adult,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
